State	Organization	URL	Status	Title	MetaDescription	H1s	PrimaryNavCTAs	DonateURL	VolunteerURL	LandownerURL	EmailCapture	Socials	CMSHints	AnalyticsHints	Facebook	Instagram	YouTube	LinkedIn
New Hampshire	Monadnock Conservancy	https://www.monadnockconservancy.org	200	monadnock conservancy - Monadnock Conservancy			|Explore|About Mount Monadnock|Hiking|Paddling|Hunting & Fishing|Other Recreation|Cheshire Walkers|Conserve|Success Stories	https://www.monadnockconservancy.org	https://www.monadnockconservancy.org/give/volunteer	https://www.monadnockconservancy.org/conserve/farmland-protection	No	"{""facebook"": ""https://www.facebook.com/MonadnockConservancy"", ""instagram"": ""https://www.instagram.com/MonadnockConservancy/"", ""youtube"": ""https://www.youtube.com/user/MonadnockConservancy""}"		Google Analytics/Tag Manager	https://www.facebook.com/MonadnockConservancy	https://www.instagram.com/MonadnockConservancy/	https://www.youtube.com/user/MonadnockConservancy	
New Hampshire	Piscataquog Land Conservancy	https://plcnh.org	200	Piscataquog Land Conservancy – Conserving the natural and scenic environment of Southern New Hampshire since 1970.	"Piscataquog Land Conservancy 

Conserving the natural and scenic environment of Southern New Hampshire since 1970. Our Mission Donate now      

About PLC  

Founded in 1970, the Piscataquog Land Conservancy (PLC) is a private, nationally-accredited land trust dedicated to conserving the land, water and wildlife of twenty-six communities in southern New"	Piscataquog Land Conservancy	HOME|ABOUT|About Us|Board of Trustees|Staff|LAND CONSERVATION|Current Projects|Our Properties|Recommended Trails|Public Use of Properties Owned by PLC	https://plcnh.org/donate/	https://plcnh.org/volunteer-inquiry-form/		No	"{""facebook"": ""https://www.facebook.com/PLCNH"", ""instagram"": ""https://www.instagram.com/piscataquoglandconservancy/""}"	WordPress		https://www.facebook.com/PLCNH	https://www.instagram.com/piscataquoglandconservancy/		
New Hampshire	Society for the Protection of New Hampshire Forests	https://www.forestsociety.org/	200	Forest Society	Founded by a handful of concerned citizens in 1901, the Society for the Protection of New Hampshire Forests conserves and cares for forests across the state.		Log in	https://www.forestsociety.org/support-our-mission	https://www.forestsociety.org/volunteer		No	"{""facebook"": ""https://www.facebook.com/ForestSociety"", ""instagram"": ""https://www.instagram.com/forestsociety/""}"	Drupal	Google Analytics/Tag Manager	https://www.facebook.com/ForestSociety	https://www.instagram.com/forestsociety/		
New Hampshire	Southeast Land Trust of New Hampshire	https://seltnh.org	200	Home - SELT	Southeast Land Trust of New Hampshire - Saving, sharing, stewarding, and sustaining the lands you love.		Skip to content	https://seltnh.donorsupport.co/page/givetoday	https://app.betterimpact.com/PublicOrganization/03942a29-a7e5-4d48-a76f-a4a2f6dc5c02/1		No	"{""youtube"": ""https://www.youtube.com/user/SoutheastLandTrust/videos""}"	WordPress	Google Analytics/Tag Manager			https://www.youtube.com/user/SoutheastLandTrust/videos	
New Hampshire	Squam Lakes Conservation Society	https://www.slcs.org	200	SLCS District	"Saranac Lake Central School District
Quality in Education, Quality in Life
"		|SLCS District|District Home|Departments|Athletics|Board of Education|Budget|Buildings and Grounds|Business Office|District Office				No	"{""google"": ""https://www.google.com/url?q=https%3A%2F%2Fwww.facebook.com%2FSaranac-Lake-High-School-22938731675%2F&sa=D&sntz=1&usg=AOvVaw2EDGWmir04esSefk_354Sj""}"						
New Hampshire	Upper Saco Valley Land Trust	https://www.usvlt.org	200	USVLT Home - Upper Saco Valley Land Trust	Upper Saco Valley Land Trust conserves lands in northern NH and western Maine for farming, forestry, public recreation, scenic enjoyment and wildlife habitat, primarily through the use of conservation easements.	Preserving Land for Community Benefit|Chain of Ponds Community Forest|	Mission|History|Staff|Board of Directors|Financials|Land Conservation|Current Projects|Conservation Partners|USVLT Preserves|USVLT Conservation Easements	https://www.usvlt.org/ways-to-give	https://www.usvlt.org/what-you-can-do/volunteer		No	"{""facebook"": ""https://www.facebook.com/USVLT/""}"		Google Analytics/Tag Manager	https://www.facebook.com/USVLT/			
New Hampshire	Upper Valley Land Trust	https://uvlt.org	200	Welcome - Upper Valley Land Trust		Conservation Solutions forthe Places You Love|Get Involved	About Us|UVLT Staff & Trustees|Jobs & Internships|Contact Us|Annual Reports|Volunteer|Individual Volunteer|Employer-Sponsored Service|Volunteer Newsletter Signup|News	https://uvlt.org/get-involved/legacy-giving/	https://uvlt.org/get-involved/volunteer/	https://uvlt.org/landowner-stories/	No	"{""facebook"": ""https://www.facebook.com/UpperValleyLandTrust"", ""youtube"": ""https://www.youtube.com/channel/UCAa9025AfUOYAaqrGmVk9nQ"", ""instagram"": ""https://www.instagram.com/uppervalleylandtrust/"", ""cdninstagram"": ""https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/540536185_18235084480289223_28287930818493045_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=zXaixBNBNboQ7kNvwHOhZLG&_nc_oc=AdmbUDM1Dl81AWS6LAfZpUaBWBVAAWuOGJIuHgXCg5fPAOFDSL0xtPZvzEEtwtTj9w4&_nc_zt=23&_nc_ht=scontent-dfw5-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=gAF-actI7nt4nV4UiqSqcg&oh=00_AfYn3-RFKahAQ0iboby5ISlVo_OmpnrEz1YFp97Kj-wFZA&oe=68C62A55""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/UpperValleyLandTrust	https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/540536185_18235084480289223_28287930818493045_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=zXaixBNBNboQ7kNvwHOhZLG&_nc_oc=AdmbUDM1Dl81AWS6LAfZpUaBWBVAAWuOGJIuHgXCg5fPAOFDSL0xtPZvzEEtwtTj9w4&_nc_zt=23&_nc_ht=scontent-dfw5-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=gAF-actI7nt4nV4UiqSqcg&oh=00_AfYn3-RFKahAQ0iboby5ISlVo_OmpnrEz1YFp97Kj-wFZA&oe=68C62A55	https://www.youtube.com/channel/UCAa9025AfUOYAaqrGmVk9nQ	
New Jersey	D&R Greenway Land Trust	https://drgreenway.org	200	D&R Greenway		D&R Greenway		https://drgreenway.org/donate-today/	https://drgreenway.org/volunteer/		Yes	"{""facebook"": ""https://www.facebook.com/DRGreenwayLandTrust/"", ""instagram"": ""https://www.instagram.com/dr_greenway/"", ""linkedin"": ""https://www.linkedin.com/company/d-r-greenway-land-trust-inc-2020/%20"", ""youtube"": ""https://www.youtube.com/user/Preservation2011""}"	WordPress		https://www.facebook.com/DRGreenwayLandTrust/	https://www.instagram.com/dr_greenway/	https://www.youtube.com/user/Preservation2011	https://www.linkedin.com/company/d-r-greenway-land-trust-inc-2020/%20
New Jersey	Friends of Hopewell Valley Open Space	https://www.fohvos.info/	200	FoHVOS.org – Friends of Hopewell Valley Open Space, Inc.	Friends of Hopewell Valley Open Space, Inc.	Support FoHVOS|Annual Fundraising Gala|Explore Our Trails	About Us|Contact Us|About Land Trusts|Grant and Sponsor Partners|Our Partners|Board of Trustees|FoHVOS Staff|FoHVOS Volunteers|Advocacy|Executive Director’s Blog	https://www.fohvos.info/get-involved/donate/	https://www.fohvos.info/fohvos-volunteers/		No	"{""twitter"": ""https://twitter.com/FoHVOS"", ""facebook"": ""https://www.facebook.com/FoHVOS/"", ""instagram"": ""https://www.instagram.com/fohvos/"", ""linkedin"": ""https://www.linkedin.com/company/friends-of-hopewell-valley-open-space""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/FoHVOS/	https://www.instagram.com/fohvos/		https://www.linkedin.com/company/friends-of-hopewell-valley-open-space
New Jersey	Great Swamp Watershed Association	https://www.greatswamp.org	200	Great Swamp Watershed Association | Protecting our waters and our land for over 40 years.	Non-profit organization protecting the waters of Great Swamp Watershed. GSWA is also the Passaic River Waterkeeper Alliance Affiliate. Protecting the Passaic from Millington Gorge to Newark Bay.			https://www.greatswamp.org/donate/	https://www.greatswamp.org/volunteer/		Yes	"{""facebook"": ""https://www.facebook.com/GreatSwamp"", ""instagram"": ""https://www.instagram.com/greatswampnj"", ""linkedin"": ""https://www.linkedin.com/company/great-swamp-watershed-association"", ""twitter"": ""https://twitter.com/greatswampnj"", ""youtube"": ""https://www.youtube.com/@greatswampwatershedassociation""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/GreatSwamp	https://www.instagram.com/greatswampnj	https://www.youtube.com/@greatswampwatershedassociation	https://www.linkedin.com/company/great-swamp-watershed-association
New Jersey	Harding Land Trust	https://hardinglandtrust.org	200	Harding Land Trust - Preserving Harding Township For 30 Years	Harding Land Trust is a nonprofit organization dedicated to preserving the farmland, woodlands and natural areas that give Harding Township its distinctive…	Celebrating 30 years of preserving and maintaining Harding Township, NJ	Home|About|Team|Properties|News|Events|Support Us	https://hardinglandtrust.org/support-us/			Yes	"{""facebook"": ""https://www.facebook.com/Harding-Land-Trust-551505491679538/"", ""instagram"": ""https://www.instagram.com/hardinglandtrust""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/Harding-Land-Trust-551505491679538/	https://www.instagram.com/hardinglandtrust		
New Jersey	Hunterdon Land Trust	https://hunterdonlandtrust.org	FetchError:ERROR: 0, message='', url=URL('https://hunterdonlandtrust.org')															
New Jersey	Monmouth Conservation Foundation	https://www.monmouthconservation.org	200	MCF			About MCF|Strategic Plan|Trustees|Staff|William Kastning, Executive Director|Annual Reports|Our Services|Property Information|MCF Administration Area|MCF Stories	https://form-renderer-app.donorperfect.io/give/mcf/main			No	"{""facebook"": ""http://www.facebook.com/MonmouthConservationFoundation"", ""instagram"": ""http://instagram.com/monmouthconservationfoundation/"", ""linkedin"": ""https://www.linkedin.com/company/monmouth-conservation-foundation""}"	Squarespace	Google Analytics/Tag Manager	http://www.facebook.com/MonmouthConservationFoundation	http://instagram.com/monmouthconservationfoundation/		https://www.linkedin.com/company/monmouth-conservation-foundation
New Jersey	New Jersey Conservation Foundation	https://www.njconservation.org	200	New Jersey Conservation Foundation | Home	The mission of New Jersey Conservation Foundation is to preserve land and natural resources throughout New Jersey for the benefit of all.	Preserving New Jersey’s land and natural resources for the benefit of all|1 New Jersey.		https://www.njconservation.org/ways-to-give/	https://www.njconservation.org/volunteer/		No	"{""youtube"": ""https://www.youtube.com/watch?v=swcC1P9RlEA"", ""facebook"": ""https://www.facebook.com/NJConservation/"", ""instagram"": ""https://www.instagram.com/njconservation/""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/NJConservation/	https://www.instagram.com/njconservation/	https://www.youtube.com/watch?v=swcC1P9RlEA	
New Jersey	Raritan Headwaters Association	https://www.raritanheadwaters.org	200	Protecting the Watershed, Clean safe water for all :: Raritan Headwaters	Raritan Headwaters Association is a nonprofit conservation organization that protects water in our rivers, our streams, and our homes. Our vision is that everyone within our reach has access to safe, clean water that is swimmable, fishable, and above all, drinkable.		Donate|Calendar|News & Resources|Resource Hub|Climate Dashboard	https://www.raritanheadwaters.org/donate/	https://www.raritanheadwaters.org/volunteer/		No	"{""facebook"": ""https://www.facebook.com/raritanheadwaters"", ""instagram"": ""https://www.instagram.com/raritanheadwaters/"", ""linkedin"": ""https://www.linkedin.com/company/raritan-headwaters-association/"", ""youtube"": ""https://www.youtube.com/channel/UCfbB6hrUhyNqwviVX6ebnAg""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/raritanheadwaters	https://www.instagram.com/raritanheadwaters/	https://www.youtube.com/channel/UCfbB6hrUhyNqwviVX6ebnAg	https://www.linkedin.com/company/raritan-headwaters-association/
New Jersey	Ridge and Valley Conservancy	https://www.ridgeandvalleyconservancy.org/	200	Ridge and Valley Conservancy	"RVC is an accredited, non-profit land trust that protects and cares for 
land in northwestern New Jersey. Visit our nature preserves!"	Ridge and Valley Conservancy|Preserving Natural Lands, Educating the Public	Home|RVC Preserves|Trail Maps|Recommended Hikes|Pocket Meadow|Donate|Give Monthly|Volunteer|Group Volunteer Program|Planned Giving	https://www.ridgeandvalleyconservancy.org/donate-rvc	https://www.ridgeandvalleyconservancy.org/volunteer-rvc		No	"{""instagram"": ""https://www.instagram.com/rv_conservancy/"", ""facebook"": ""https://www.facebook.com/ridgeandvalleyconservancy""}"	Squarespace	Google Analytics/Tag Manager	https://www.facebook.com/ridgeandvalleyconservancy	https://www.instagram.com/rv_conservancy/		
New Jersey	South Jersey Land and Water Trust	https://www.sjlandwater.org/	200	Environmental Conservation | South Jersey Land & Water Trust | Swedesboro	At South Jersey Land & Water Trust we preserve natural land and waterways, research ways to keep them clean, and restore them for public use. We educate the public on various environmental issues and provide volunteer opportunities. 		Home|About Us|About Us|What We Do|History|Meet Our Staff|Meet Our Board|Accreditation|Preserved Properties|Get Involved	https://www.sjlandwater.org/donation-homepage	https://www.sjlandwater.org/volunteer		No	"{""instagram"": ""https://www.instagram.com/sj_landwater/"", ""facebook"": ""https://www.facebook.com/sjlandwater/?eid=ARA5HYRXFzClbd29Kk5CGADxNM6ANvdhe1TiOFxjFruscCv3JYpsjgs0Q9O1Tlp1llguzAsr086DSXHM""}"			https://www.facebook.com/sjlandwater/?eid=ARA5HYRXFzClbd29Kk5CGADxNM6ANvdhe1TiOFxjFruscCv3JYpsjgs0Q9O1Tlp1llguzAsr086DSXHM	https://www.instagram.com/sj_landwater/		
New Jersey	The Land Conservancy of New Jersey	https://www.tlc-nj.org/	200	Conservation | The Land Conservancy of New Jersey	The Land Conservancy of New Jersey is a conservation nonprofit that preserves, restores, and cares for land and water resources, inspiring and empowering individuals and communities to protect open space.	We Preserve|THE LANDSCAPES|YOU LOVE	Our Preserves|Land Preservation|Stewardship|Municipal Services|Scholarships|Internships|Membership|Community Garden|Partners for Parks|The Gray Cup	https://www.tlc-nj.org/donate	https://www.tlc-nj.org/volunteer		Yes	"{""facebook"": ""https://www.facebook.com/tlcnj/"", ""instagram"": ""https://www.instagram.com/tlcnewjersey/"", ""linkedin"": ""https://www.linkedin.com/company/tlcnj/"", ""youtube"": ""https://www.youtube.com/@tlcnj""}"			https://www.facebook.com/tlcnj/	https://www.instagram.com/tlcnewjersey/	https://www.youtube.com/@tlcnj	https://www.linkedin.com/company/tlcnj/
New Mexico	New Mexico Land Conservancy	https://nmlandconservancy.org	200	New Mexico Land Conservancy			HOME|CONSERVATION|OVERVIEW|WHY LAND CONSERVATION|IMPORTANCE OF PRIVATE LANDS|CONSERVATION EASEMENT INTRO|FOR LANDOWNERS|OVERVIEW|WHAT IS A CONSERVATION EASEMENT?|TAX INCENTIVES & BENEFITS	https://nmlandconservancy.org/donate/			No	"{""twitter"": ""https://twitter.com/NMlandconserve"", ""facebook"": ""https://www.facebook.com/NMlandconservancy/"", ""instagram"": ""https://www.instagram.com/nmlandconservancy/"", ""youtube"": ""https://www.youtube.com/watch?v=Ggfvh0bSc04""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/NMlandconservancy/	https://www.instagram.com/nmlandconservancy/	https://www.youtube.com/watch?v=Ggfvh0bSc04	
